user_id,post_id
236363,975008
158194,740606
296848,527923
246833,784338
141729,492673
122201,652939
212160,259981
265294,202534
819,182568
260015,864933
296211,2590
4377,360328
187624,285973
76194,525065
45246,707372
45760,24849
79723,100638
146778,342590
89597,749893
263329,357674
245092,233921
224391,861924
277126,665698
34577,149190
275471,530645
186829,196819
149959,259928
100566,272956
126274,113654
37941,378953
128546,448543
40197,509704
252685,672131
223760,610429
284575,734075
294881,33280
284701,497853
183895,18168
300005,847565
4158,637512
124007,743526
90193,425912
239188,262718
90441,122399
173033,339437
167166,981163
232142,178964
29549,906573
143769,284615
190992,603495
136762,816883
28572,523042
72655,937145
123884,484138
48253,951169
33904,800977
186536,211642
14849,678475
17756,2852
47602,164142
257426,440245
145327,343774
241505,205567
18406,423689
209028,792728
149199,442387
99652,754662
149257,677435
201342,274188
256370,954076
234417,810216
205752,57437
62705,480315
226627,234536
231922,363859
244676,54537
53375,131069
169958,691195
44939,754336
33845,210873
186690,658972
271698,991674
24419,348553
12713,748249
296331,637263
76442,289693
183904,732484
271996,920320
132859,859413
178055,368533
4583,294022
22224,622107
248103,289159
14466,95655
205074,686019
221900,623788
205859,518001
39241,360110
257386,859034
121248,303619
103906,337137
91101,993331
146319,812569
241648,253617
262791,74348
281280,68600
38879,378504
203329,326976
86094,617724
122142,38507
106398,43386
302536,825359
254360,157392
162286,687507
244399,10021
104524,988335
226161,973982
991,867897
291753,848813
116113,757113
287284,177350
95156,963846
175842,206602
140819,953547
138673,574087
195631,418841
224704,473496
70315,994814
114069,884213
223898,176537
267237,753366
98111,611597
173571,22734
276317,516757
167314,521952
297551,502383
20049,41572
211057,406991
245537,939482
255301,47886
165026,593275
3165,943203
268890,709746
39749,300994
38682,81333
277467,48324
291540,666643
47560,542916
26250,710405
276898,319665
178511,406020
55625,200732
108968,938778
205599,789036
66086,104697
272737,698370
109592,734204
251402,33351
192670,489537
37177,521251
7380,710387
251767,681839
279959,809640
203953,702198
71954,838876
42516,866094
146157,901977
276204,528933
147646,930873
287024,204900
257354,264912
111324,785165
184309,703099
143788,356382
80398,998517
134167,413073
86645,83965
10363,122597
123762,981863
127661,120902
258575,106907
107826,4502
168626,149647
257425,264018
79907,224821
22970,416057
206100,837935
185341,964358
19086,764371
137606,233019
74686,754958
279073,677806
185039,13203
64888,38136
50606,998284
5212,513458
78972,750323
17501,334505
54659,807434
164045,265002
76579,221539
48636,423636
249573,396587
147034,784396
293777,397990
21587,471818
60651,827684
52060,719753
162142,698457
45201,595997
235244,73550
158538,973948
103063,251098
173126,899334
289100,762848
293163,943166
85630,644538
96031,376070
10156,523786
123730,803741
156902,310589
102273,248935
138860,204810
24612,32052
302568,339106
100246,878002
221426,353412
239725,469207
179461,62516
36422,817246
131601,932365
108546,341027
220579,700973
252617,408938
61634,391157
226308,691919
100076,311423
31295,294748
5549,774077
126580,110985
246558,360262
165457,847767
157037,787137
278833,466290
134329,989652
51515,337275
168387,917442
235422,824701
291999,95866
241888,584005
60144,159042
198311,400921
120825,179732
301156,157383
46951,890884
137383,883800
39646,111038
53391,497246
203871,740232
265615,645633
89002,892943
54019,171466
37175,127336
46342,280226
151113,167054
131277,497024
2590,314408
158066,735229
302437,80311
179305,32397
251734,410231
207619,264994
257684,805227
228735,264412
213350,974916
265084,520260
154250,215644
164535,467740
285181,999910
237091,728691
220686,234762
207364,541040
216951,325656
149561,192315
14867,655774
244179,709254
197442,374238
190715,945304
136846,211041
284588,573011
51376,750908
257036,683044
290757,58437
126361,80081
159095,151518
17055,843276
126877,878566
110903,783851
141647,956393
4941,160604
223638,574981
277066,298089
73246,452324
268229,232938
140020,334908
140194,991795
26747,65763
160424,428399
52958,936771
170755,49735
189936,799818
58469,968104
121911,378328
195964,122054
28887,586121
185581,329934
69896,671291
104257,168165
243668,747460
102325,576117
260543,160254
101974,381186
281900,625898
149606,849826
209754,538088
182983,588574
94715,524352
66448,433815
177664,573745
44175,634772
95610,157043
59967,357361
177854,810380
299160,983832
63193,566811
252390,803587
214944,375879
220588,919702
172884,823761
149583,170547
244597,986287
207449,801459
187321,169243
2825,367068
1,986525
29085,220694
22467,789168
235734,948614
243138,147235
42145,187429
110889,176605
159109,531397
110714,837019
5802,869299
137717,465096
80169,215970
20255,291284
122869,96003
32729,585325
87105,233312
301607,678926
159331,327103
215145,16813
270243,58866
86792,918802
179185,151608
27066,230501
49403,303047
22971,165064
238155,6894
290855,946310
230936,120289
33859,563366
291054,456696
292918,670607
12572,545718
124510,709990
15521,265
108142,161736
20484,144559
19165,814381
150221,448870
110763,48866
88325,262453
176191,672267
142994,816663
27174,583121
18388,143928
41393,323914
77144,995314
81252,923985
219895,489687
247041,503011
133620,414405
46453,454172
131936,333146
1140,894353
65019,56801
255505,683413
195760,309157
286202,936405
133187,659941
276412,301583
14450,982391
20861,956481
290199,590227
85632,508435
53263,823485
231312,812390
47926,198448
169180,361857
23971,782693
136791,172648
65165,800870
259010,537835
244961,282795
202772,209232
244403,469581
302542,63611
200198,759793
70415,749466
284703,147126
68972,542668
166233,778977
156534,697822
255292,781356
191388,148342
237587,514467
244479,625095
202865,32117
267132,970158
267643,812174
107318,195799
228033,269186
133960,753606
101201,400846
34668,939498
173753,65789
51712,245189
246174,10231
166488,365595
292319,666654
200397,638000
41427,279284
42081,86844
128898,121171
266054,517421
46623,214978
133188,507250
264736,797818
172833,671806
159373,763834
85107,586023
283620,380869
264849,465207
145102,414861
154071,777806
194818,448031
148951,241254
223936,761506
43887,965507
223476,91965
292216,455443
154349,14371
298791,553110
115143,337678
295433,821333
156397,936
179597,750229
287608,296063
258570,364471
86220,458485
183050,975229
187683,356927
49302,160237
73859,860645
253822,173679
26882,941057
174000,197918
77707,768009
294788,588728
198432,979135
251408,994862
216398,694980
206063,952678
22785,475309
117665,933799
231578,943530
25744,668185
291150,282864
109529,388072
300980,422786
286689,165984
34563,576796
106813,823693
138719,163200
301006,335466
275836,935892
102212,207144
135681,640472
249040,565900
245465,834393
259429,589206
152260,578087
270336,374073
883,930242
64823,600030
169602,935222
89452,557399
40259,161742
55623,682792
58935,278421
138498,934803
47842,914956
129692,684126
45671,978216
284649,341323
259770,381614
190111,219572
231910,541405
125764,776418
150878,134615
60501,45017
278456,487822
196360,177456
284468,555804
66486,707934
243365,220363
32015,873824
93120,422019
197719,349203
10103,952632
23152,129259
144837,205685
53873,552154
12273,417863
66291,757900
41703,694924
195829,494342
115962,927236
105894,143093
33194,109537
115071,117612
115935,851781
37595,31742
281885,921695
221940,403759
23844,614128
225427,328195
172300,832690
189129,179888
162209,691774
84595,372936
62426,999038
281466,733584
193752,3804
241168,352655
2066,83194
299699,142523
47162,537151
20019,130975
167896,591944
17041,356328
279567,336141
1479,519728
733,229059
197819,526449
116049,344352
71206,642147
2030,628707
113296,657673
194882,32172
121478,574503
40780,653959
15196,515794
76560,529584
34677,755742
559,957143
284619,418442
121383,306558
166119,368001
110412,961124
124216,532234
150864,236555
252611,502786
98469,700775
167475,764337
291410,779912
224066,879187
138262,482037
109502,723054
215285,803005
65610,166899
309,594537
13964,366252
232972,785960
222296,494880
238238,343469
175722,728802
113729,782255
192494,276653
70199,574039
192166,547445
27570,65671
86078,356309
248293,469548
161469,755790
167728,19613
91259,19580
138916,993311
250310,298902
100542,383889
171014,883072
28341,595020
225039,248514
57246,168201
156832,613541
91721,310356
157805,277029
114765,804853
158440,139532
255212,310541
93133,216361
241107,947944
169101,628946
41095,75423
124129,79381
10764,150201
159493,787584
15666,556867
101672,972738
189500,902032
125941,57465
145428,802077
88764,591762
283520,808869
231238,887931
71501,466858
270485,754790
94006,59377
300287,173740
109713,373098
118124,821898
161573,470439
232896,721818
255757,669540
248687,819849
62037,258768
141517,275636
153658,691312
239222,75051
93448,885982
298502,527283
117132,686768
280580,922367
14788,542714
176502,596584
163246,432511
208675,389524
68957,50279
128955,749688
128253,802198
238161,653992
246526,951724
256758,530710
101960,724722
258531,847569
143154,330239
142458,164955
245545,49272
243388,923991
172689,469560
24879,737067
160322,154800
153261,24652
242696,976168
240441,821875
298125,615619
245683,952317
48721,396900
228068,204551
213328,626216
188470,280322
135807,560712
209646,129736
146073,461229
280681,87116
134037,396781
187414,408104
220937,315035
164826,139853
18059,436856
135074,971394
222727,102207
89534,482700
10194,70297
40546,217441
179772,23126
202029,555275
9787,231670
150396,417793
107108,614375
162624,558743
29396,192478
5851,374457
185626,306076
209590,346210
4080,209803
46657,959757
9225,997336
40686,91350
240267,472742
3761,41245
216169,728782
268716,133629
84606,574903
145469,248393
38707,950074
121680,899712
141654,708940
33295,119770
110909,15929
31246,438973
56858,265426
161374,548773
65069,176715
76250,452357
295555,923639
54487,737178
14723,425759
152090,252133
27144,763021
44894,522300
38281,415173
153844,745741
83532,161307
272537,505169
165791,534762
179272,715901
60777,775580
183362,893370
41564,586204
162361,138538
125078,715409
255028,514225
214166,882233
237444,914998
94200,518570
273986,955305
102065,619564
91918,876274
55145,751038
111104,350855
301105,887117
8021,842009
95085,337159
239433,723873
191882,452946
137471,341571
35107,572662
270249,504704
164190,111340
28652,58533
268079,461658
178624,699016
238423,479300
182135,965090
219013,134768
198243,280314
216807,743991
162656,777291
283243,522429
74123,416775
282436,506570
203146,361303
101939,412946
291151,162962
1448,568457
81152,162409
267617,902290
129385,727947
284799,584232
274451,306672
122959,475741
224566,512140
66806,382836
297980,126709
110089,718018
263478,178384
70723,642363
116916,618601
176516,441643
112177,426622
296364,95343
254877,512119
24153,406676
23009,58265
159227,778187
97677,214263
209167,774138
205761,860347
229563,463035
165930,677997
217553,871836
131547,435815
162260,549819
271640,390923
147683,586375
14691,924852
204565,537233
39889,550219
242300,388706
302805,93159
230976,179214
181428,461340
77099,806972
57052,745528
128775,823157
130990,48675
204043,496903
183820,21781
183576,487457
147848,382180
118850,902733
88755,930601
78154,266620
164393,314229
196215,158009
76581,592506
275951,496628
147231,546519
31485,375962
185596,916258
183342,492502
78319,601782
224594,949156
58839,455043
274736,565526
42877,311790
57032,808661
114703,792070
158359,619719
215464,618325
103863,278779
27181,8433
249980,319055
296666,973849
37876,369042
163910,508852
57094,761882
127686,879526
131682,42045
149301,151673
52691,58172
143171,613950
161269,52878
45197,963185
18266,670313
109378,213301
104263,908652
186603,372956
6248,141055
161619,656309
177099,229416
297475,858971
168305,301268
211479,254678
118108,140821
241440,310538
26909,857578
303201,977744
74528,727877
112718,430385
67104,98766
252443,88638
113174,751904
160974,55773
199605,967339
140340,672468
29553,960597
150639,930985
175746,808554
123093,403237
175634,763142
125277,276823
135751,23271
258080,160701
73662,10589
214306,166910
284595,348174
107866,7062
88399,661665
74473,3647
156824,993124
285374,829683
240123,755034
189180,157410
166205,208998
129181,182621
162345,951516
153765,208651
211800,720786
233761,971841
113411,952574
143383,349952
109000,809220
18088,245191
237096,490820
162281,239016
204340,228782
152800,464959
176075,863976
68878,741530
56233,317222
165930,600836
119349,924157
296553,664060
61144,660635
75700,55991
254403,917083
256112,659369
3225,879352
74451,599447
303086,958598
49567,709832
125851,267997
161617,55458
129113,926904
215189,763298
86441,191669
282933,725201
195578,267762
869,339875
29040,652374
173726,964320
200401,631434
197777,999041
157231,381330
100708,953201
172857,54916
239441,809640
186621,366201
141125,249530
171649,397684
226436,173051
10538,255202
270352,810189
87468,407519
217741,692459
82766,92652
269648,628119
243522,477803
29734,874584
34260,748035
16087,216526
137260,446687
219394,473261
268955,376617
6329,3541
157610,823264
226008,253188
177325,605979
192539,473380
99905,832946
67345,833777
185302,485983
68637,635423
234290,445749
209397,499623
125842,342459
104343,805975
31599,45906
175196,754757
169908,209533
34308,593573
84755,55545
33356,159314
269739,340430
124651,677541
259832,944616
276949,151644
40913,806811
216958,264677
205084,37449
170321,20689
281131,358236
6901,436246
226762,794560
46834,891245
32357,902482
121677,490762
53011,688796
8286,960360
5069,926645
147829,14445
40546,259379
161704,107744
30221,313495
162862,714215
289406,718815
20786,324741
22035,271782
202821,605710
184491,771032
58494,537405
222145,617089
183294,97196
250443,560203
208282,240183
237947,998027
215078,100859
30300,173418
220559,523003
126785,100917
158772,738167
209809,895087
199700,860417
68619,194997
74614,240801
74714,282330
75093,651128
71637,549612
115900,90069
188522,624584
148266,434743
228212,317908
65778,62706
32084,339136
21300,470257
189256,112197
34128,909707
169306,423289
109953,416591
93153,972719
13203,490378
187608,481997
96081,945526
4085,323905
171616,679739
44465,681723
170278,534940
137002,947864
81217,498461
191823,269632
81567,257139
121467,848135
14070,746858
135751,277211
178387,548776
271190,435111
249348,190525
106058,652391
143217,32473
100193,58462
90100,718810
287950,668282
74804,776126
44517,34433
261820,52115
73940,662882
90796,586337
272271,520588
79037,837325
265219,801441
239394,683819
1085,910657
193604,902115
8317,919522
66762,860500
70716,472794
196411,788635
33299,171891
101375,261714
262417,223803
104823,960308
106508,208648
177951,926742
292387,26025
47878,277515
43352,153852
103372,631411
45101,167481
156109,594527
215510,344416
250721,439502
112284,47127
71220,42820
163946,317088
94180,728541
53968,863300
298210,17449
93651,585452
231461,641871
19014,686134
51578,746148
299182,225109
114011,751747
50847,842861
106676,603335
295356,142598
161408,321773
184807,551202
221497,392615
186103,939715
223191,381441
260051,162228
140991,953418
273338,820830
234430,238284
218441,973053
163652,635352
118951,58682
282502,527195
92317,461918
81917,52371
242736,643531
205298,568387
200821,50880
47845,7045
136722,951063
294864,617119
41632,827255
156525,499665
89652,645918
234773,798356
974,53240
282653,120004
120067,601351
28439,775451
196718,401057
238595,621662
72026,1809
138728,318551
229008,56837
48030,434459
137518,512280
65539,360104
117924,218000
187933,716553
215214,972592
874,672694
212683,468476
126764,252016
96627,758438
186531,582910
204076,980775
233887,569408
25090,712311
281899,824319
187147,248224
300212,443627
271421,270661
34743,376560
3605,18501
181283,337461
188355,907914
48484,512131
111972,177790
72048,707603
146129,955862
21776,650909
72697,268268
110445,88660
233639,149932
103842,647355
241709,796791
275584,964961
106545,976619
232381,927194
297933,529585
38401,110995
111315,72656
68760,929757
261795,198333
282632,961514
146833,530779
34544,255537
268408,463832
137401,35784
184528,48313
251111,70399
287622,144987
205265,961429
75875,711720
169955,845066
175429,654447
203180,942678
145985,167169
6852,575941
234785,709744
60477,276738
116371,790401
14040,551300
167051,787621
223443,859106
73673,198465
38424,408038
171222,33734
233332,299018
170137,682438
17808,380313
110167,106615
222723,860809
73914,501139
260505,772867
95982,655624
165165,265936
16667,734463
64882,261285
112535,683397
289257,478702
225447,781476
7082,819174
28046,303977
35056,508900
211667,384635
220052,912777
236974,95232
228479,880559
128683,660582
194954,392254
36275,588355
121705,677688
5015,432480
159770,844749
285248,49087
127978,936705
102345,947340
82410,210078
27639,184137
18615,216111
292331,35041
212445,272153
69629,45944
269604,321859
180021,288927
87690,706856
160027,155508
204253,62401
156224,883585
2241,52547
224110,360981
225721,161252
196592,993402
87194,372621
34629,638369
231718,987248
264362,713394
118466,648301
175812,902052
101699,512374
201135,729388
150571,455278
130540,316350
250703,739328
168809,659893
218339,651074
56978,110130
99647,139268
61808,584419
44936,13754
94443,185785
242260,747584
185032,486663
187225,372435
195525,796787
194366,155468
236255,989195
121032,458184
11444,308800
65384,691574
301691,98505
259916,466889
42220,248467
125496,491105
234458,943628
273103,675970
298925,544913
231475,857061
124602,870644
294525,50071
286949,892875
112388,502655
114142,544110
211518,242468
79277,915376
84026,906918
272268,149810
83614,135601
79913,844060
27275,59298
58812,541902
219776,387981
205866,481200
46985,381274
36685,907662
209044,332575
120259,192078
292606,767449
287234,595528
64094,141244
162200,495323
3156,836257
298620,915428
7680,409314
189405,820709
175785,573080
21238,270150
274292,175100
225233,81133
199373,365728
11124,490170
211365,250922
205584,748332
195683,781680
237390,428910
47772,973973
28104,887173
122502,75696
196774,81074
127736,924344
157463,8625
298289,328434
45500,427745
111006,31599
220601,151057
173007,793201
150564,119265
70725,348258
116532,824769
212895,597028
127256,205976
200217,304168
153502,592597
78869,573047
179165,835513
14365,807813
116398,106759
129473,404061
15895,429398
170459,743784
97660,756271
253029,746278
285805,765666
116473,766919
106002,479624
252439,110171
24840,132955
259759,433446
150377,737877
261039,460121
257189,395474
291898,611518
87214,737900
188208,125096
273899,615970
245421,26406
251147,683271
285863,544130
93248,733038
79568,714611
98076,673142
81497,731016
120115,809906
204994,615713
100245,607609
284149,988018
250708,152889
80522,224152
106210,287806
239924,989308
253301,911138
203484,55395
158159,684437
92001,611805
141854,202260
196278,805628
156134,903648
210122,148264
121455,271987
171251,614081
115643,16505
242340,326911
26737,271029
2378,584324
252377,580565
79962,552526
234463,403098
148055,914996
236968,105092
75192,225562
214630,474704
92215,256867
291314,267971
83047,767287
155221,460010
201079,700368
182932,61422
57660,731936
289660,630967
106879,978040
161151,322747
126392,865332
295415,801278
47027,414548
115687,139881
166368,688763
30282,918434
258967,27105
186540,866227
261040,968376
154825,159492
83422,15342
125640,621039
18734,30711
95114,612532
94858,585007
62870,38576
41381,531261
153747,112717
287724,318989
75344,634416
34968,61057
179825,355650
220763,220877
171630,569137
74592,337825
58888,393637
71397,635142
275418,522995
138173,161566
12500,521938
174736,11086
153712,291534
29788,785175
303254,208716
72042,513066
6783,534883
122489,899725
72685,2476
187381,98976
12428,25039
100453,170616
88750,557411
171795,52098
268493,323552
223250,74931
256781,990841
218469,939281
145632,88531
102709,756755
253709,331376
188758,279782
163182,119097
241883,400733
24922,937771
124397,888953
9808,117015
31339,887546
179721,991751
273506,465346
296441,288067
133250,58766
215803,69876
215018,320714
5481,136044
18626,61911
85826,905543
268717,241008
126464,833106
149200,470913
6315,723563
112487,801734
249482,673828
92235,779833
86568,636784
292331,325120
292293,646769
299653,920074
295486,883246
2771,407010
170610,434085
116898,841947
28204,743943
266967,460084
239850,239864
96313,706109
120223,259264
34927,350311
64201,830068
88743,653889
115975,102472
60700,391649
264724,829172
121996,691680
170135,306144
173459,330317
2303,882483
79251,374987
56855,248253
124639,715043
130263,363612
14327,426235
11687,968019
178153,58249
278973,587109
27481,256458
141452,747811
40368,51949
203822,386628
235316,897670
175837,692292
69668,419156
70074,36306
72409,276084
122037,500988
191863,640142
221590,915349
180741,889538
89074,232192
145124,930085
284517,689523
293826,60857
2608,917107
114317,654332
202465,652926
153546,395664
188254,365894
135516,420215
193873,990922
148314,710014
87103,65096
39209,275158
84820,854877
258241,670649
214193,994747
265861,439636
34366,809142
127944,509067
210297,197606
254139,449051
86610,100136
131586,232903
133774,499557
80493,459339
242272,203659
114510,436904
115151,696242
127492,10026
98744,357283
165153,572432
256160,268908
241114,712361
252272,68259
251174,385725
196348,950935
82872,532104
143623,928364
66613,112041
57165,582756
168339,204478
106464,208297
218920,869673
31276,373283
259945,13826
185382,416609
296263,936551
196092,389456
109769,200653
230679,886677
66986,725681
115384,669090
168613,588359
178170,689269
47049,28660
207591,35164
285146,461783
163077,932997
138225,641969
28472,88479
76112,728979
256834,558390
275617,183197
240612,278721
267553,178356
172508,348083
76712,650713
57688,196784
262456,797844
162361,330568
158512,347717
92391,798553
2964,931869
289529,562360
4397,837684
297619,393578
92130,687590
94128,317510
69852,580022
82632,659998
12445,987588
245008,742492
58861,16588
163329,77957
72271,813983
161541,33431
267469,389070
292673,498976
211732,956496
201689,488317
138874,230169
168775,251157
109921,89027
136731,963435
33194,203799
73042,540699
133839,454627
202088,432334
102563,809761
29528,422671
151663,318705
218692,763533
203591,653014
234740,960241
105306,497281
106168,42327
100377,282922
303160,540042
124702,346069
143992,191521
246379,784505
38438,620105
10884,340739
234461,854626
75964,26448
211263,209033
297945,943951
206629,423989
209656,576009
93003,307825
174733,605354
115127,880939
266230,847234
205765,723323
19818,251108
216861,778005
290789,658493
58435,934913
3045,508367
51221,424860
146033,278136
240272,427467
170637,84010
142110,626525
205171,186887
78241,3200
250177,621376
282795,576167
253671,4789
238153,882391
81236,333989
273835,973399
240621,678370
144232,60920
13435,952118
140449,728564
61494,165302
216881,621295
13089,522143
111143,804756
261106,592692
25549,186150
290382,858333
225515,35680
247967,546610
190443,159124
170681,513993
69212,665347
16867,357706
34156,103090
190434,213654
79547,666592
153688,556792
226212,233132
82151,820174
280219,107409
240707,742551
297924,775894
178587,200717
18537,371989
148755,907211
208774,960914
36281,382092
274200,712039
18634,547133
193510,131296
118328,155949
234955,888003
130700,724914
211840,686650
127156,966068
138648,730049
9344,348555
8680,21709
109578,704657
177805,303317
105708,797201
272054,276739
214407,432957
227533,347183
205197,127185
175303,484097
245480,350247
95162,598714
176701,317024
116963,491772
112155,777287
148549,670356
270855,158624
114986,274762
281713,835223
77964,509604
199814,89494
12741,668354
25348,253043
16137,30521
138724,157990
220978,746663
158515,554424
235283,59920
261485,697184
84479,135662
265615,124821
174778,77115
284289,551860
124696,611599
235815,99188
62694,570000
144200,314760
275258,130419
189908,320682
153452,522297
210323,270587
164887,447590
252103,647864
82793,295375
84270,90737
188867,271720
47153,813705
101088,144567
97901,725425
167597,288908
36307,587490
245462,244491
10827,672958
6219,312925
235616,729360
297229,254415
298538,204723
250225,553587
143186,116095
112643,441104
165991,422046
293521,120182
220573,892362
294460,944890
132597,385036
22799,265708
15132,723340
151114,985928
175785,223422
50968,598799
234960,556324
240143,992095
92528,34383
64499,462727
131191,20236
5202,129732
278160,46048
160237,840028
102463,306937
298434,593588
254403,520994
196472,142076
72142,637908
183040,110876
233290,941889
42301,414800
112764,142162
244580,212800
56567,399070
145953,173642
78612,856040
209376,22042
109250,863263
132138,623523
78133,998983
259353,38892
85358,677770
238271,249123
177746,962068
227361,24904
213996,385983
3344,118107
204573,331454
73349,362925
145881,717978
12187,286226
282474,358817
270692,145317
53349,597292
83687,650288
156088,291854
291218,391795
185420,191873
138815,684026
139710,83069
92066,18197
250511,61346
218888,822068
181509,397929
263041,933250
62823,286607
99463,693485
210027,996807
143106,261852
260605,787929
227916,217851
108328,143741
266343,966886
118611,852154
85982,818578
234429,429413
91934,859000
51122,94301
276238,502511
71127,44409
84245,686314
275095,872876
64460,908229
42629,831088
233690,818697
299886,810077
241235,440850
95203,857888
198066,716691
215427,116604
158211,718128
150838,844845
264501,81474
97183,375351
205319,774140
219837,155569
272532,985283
270297,341226
251198,303339
137061,301638
276364,401288
301185,236602
216671,123235
77981,672515
286010,377008
61957,384172
95682,532340
73396,731072
254939,904521
124039,961264
214080,348019
241529,418273
101579,936534
295317,969973
270000,536000
66703,373475
240199,137198
295705,366396
119378,250110
90751,426999
149089,478952
177665,159447
280181,708097
92682,471222
180232,448234
147210,321221
282484,74506
206609,221283
39035,788315
263340,210113
75618,370593
293514,717179
26015,289694
209356,94591
4732,870970
207338,856332
265377,727922
139750,573932
266257,164395
253761,357039
65305,326058
121245,263473
187094,454546
229096,659363
105546,634151
167039,474440
274455,220305
243292,685985
24505,959585
138662,697048
6637,901159
164113,173172
13554,138779
138805,344225
241863,626718
286347,310673
141240,771242
241121,595576
204391,195268
90776,89052
183899,272036
88006,128627
171733,31559
8487,566451
120836,453757
291391,111358
82704,848729
188522,31579
32259,501208
281485,804523
50107,506975
8142,83360
160612,788181
120040,708864
26190,334651
154081,126457
69477,311116
154014,856261
9554,376448
6728,955883
115169,775345
119138,423060
210552,950860
86717,281782
125514,375210
260042,270580
134184,409133
108682,516989
158438,959334
80258,976981
4341,86895
213523,25637
269081,378804
269863,883345
281423,544126
292910,869170
152678,261740
92593,347461
93756,270399
150895,817001
167541,509689
7648,2906
108390,555110
278393,628712
291160,562438
97700,738099
7315,173614
190597,319072
53700,60863
184740,296970
239283,979754
26738,583834
252306,44740
188983,874359
290794,867651
238623,526478
164964,149819
52164,511445
298473,353380
249676,737680
272932,776112
288774,304922
59667,575438
174613,520695
232848,184565
162191,14756
281108,13417
272745,193261
31611,549348
244659,239612
150159,309626
25289,168334
8722,122422
114237,980054
213557,347780
287893,124696
123919,131872
131584,668064
48378,883107
59544,706116
103460,634833
139967,613479
47011,84655
97815,760932
113902,961640
178344,656876
179856,53497
185583,407898
271779,720702
60916,954701
111668,586350
290407,256017
26294,99307
260174,12328
148928,741021
118631,632952
33069,484504
95918,712761
19634,365978
249997,758208
178205,366436
125881,714627
239957,477503
140644,385298
284157,697515
43143,155495
229034,739619
298803,800936
123638,691459
121438,443931
51488,327511
45956,671474
202250,80329
177755,967849
293984,420312
83312,57225
186857,399936
5908,145941
302762,534242
2835,270686
169578,299485
81550,509904
44642,688820
220294,388328
25452,454821
11222,151615
147766,178012
